,protein,layer,value
75537,DBH,IVb,
75538,NET,IVb,
75539,DBH,IVc,
75540,NET,IVc,
75541,DBH,IVc,
75542,NET,IVc,
75543,DBH,V,
75544,NET,V,
75545,DBH,VI,
75546,NET,VI,
75547,DBH,I,
75548,NET,I,
75549,DBH,II,
75550,NET,II,
75551,DBH,III,
75552,NET,III,
75553,DBH,IVa,
75554,NET,IVa,
75555,DBH,IVb,
75556,NET,IVb,
75557,DBH,IVc,
75558,NET,IVc,
75559,DBH,IVc,
75560,NET,IVc,
75561,DBH,V,
75562,NET,V,
75563,DBH,VI,
75564,NET,VI,
75565,DBH,I,
75566,NET,I,
75567,DBH,II,
75568,NET,II,
75569,DBH,III,
75570,NET,III,
75571,DBH,IVa,
75572,NET,IVa,
75573,DBH,IVb,
75574,NET,IVb,
75575,DBH,IVc,
75576,NET,IVc,
75577,DBH,IVc,
75578,NET,IVc,
75579,DBH,V,
75580,NET,V,
75581,DBH,VI,
75582,NET,VI,
75583,DBH,I,
75584,NET,I,
75585,DBH,II,
75586,NET,II,
75587,DBH,III,
75588,NET,III,
75589,DBH,IVa,
75590,NET,IVa,
75591,DBH,IVb,
75592,NET,IVb,
75593,DBH,IVc,
75594,NET,IVc,
75595,DBH,IVc,
75596,NET,IVc,
75597,DBH,V,
75598,NET,V,
75599,DBH,VI,
75600,NET,VI,
75601,DBH,I,
75602,NET,I,
75603,DBH,II,
75604,NET,II,
75605,DBH,III,
75606,NET,III,
75607,DBH,IVa,
75608,NET,IVa,
75609,DBH,IVb,
75610,NET,IVb,
75611,DBH,IVc,
75612,NET,IVc,
75613,DBH,IVc,
75614,NET,IVc,
75615,DBH,V,
75616,NET,V,
75617,DBH,VI,
75618,NET,VI,
75619,DBH,I,
75620,NET,I,
75621,DBH,II,
75622,NET,II,
75623,DBH,III,
75624,NET,III,
75625,DBH,IVa,
75626,NET,IVa,
75627,DBH,IVb,
75628,NET,IVb,
75629,DBH,IVc,
75630,NET,IVc,
75631,DBH,IVc,
75632,NET,IVc,
75633,DBH,V,
75634,NET,V,
75635,DBH,VI,
75636,NET,VI,
75637,DBH,I,
75638,NET,I,
75639,DBH,II,
75640,NET,II,
75641,DBH,III,
75642,NET,III,
75643,DBH,IVa,
75644,NET,IVa,
75645,DBH,IVb,
75646,NET,IVb,
75647,DBH,IVc,
75648,NET,IVc,
75649,DBH,IVc,
75650,NET,IVc,
75651,DBH,V,
75652,NET,V,
75653,DBH,VI,
75654,NET,VI,
75655,DBH,I,
75656,NET,I,
75657,DBH,II,
75658,NET,II,
75659,DBH,III,
75660,NET,III,
75661,DBH,IVa,
75662,NET,IVa,
75663,DBH,IVb,
75664,NET,IVb,
75665,DBH,IVc,
75666,NET,IVc,
75667,DBH,IVc,
75668,NET,IVc,
75669,DBH,V,
75670,NET,V,
75671,DBH,VI,
75672,NET,VI,
75673,DBH,I,
75674,NET,I,
75675,DBH,II,
75676,NET,II,
75677,DBH,III,
75678,NET,III,
75679,DBH,IVa,
75680,NET,IVa,
75681,DBH,IVb,
75682,NET,IVb,
75683,DBH,IVc,
75684,NET,IVc,
75685,DBH,IVc,
75686,NET,IVc,
75687,DBH,V,
75688,NET,V,
75689,DBH,VI,
75690,NET,VI,
75691,DBH,I,
75692,NET,I,
75693,DBH,II,
75694,NET,II,
75695,DBH,III,
75696,NET,III,
75697,DBH,IVa,
75698,NET,IVa,
75699,DBH,IVb,
75700,NET,IVb,
75701,DBH,IVc,
75702,NET,IVc,
75703,DBH,IVc,
75704,NET,IVc,
75705,DBH,V,
75706,NET,V,
75707,DBH,VI,
75708,NET,VI,
75709,DBH,I,
75710,NET,I,
75711,DBH,II,
75712,NET,II,
75713,DBH,III,
75714,NET,III,
75715,DBH,IVa,
75716,NET,IVa,
75717,DBH,IVb,
75718,NET,IVb,
75719,DBH,IVc,
75720,NET,IVc,
75721,DBH,IVc,
75722,NET,IVc,
75723,DBH,V,
75724,NET,V,
75725,DBH,VI,
75726,NET,VI,
75727,DBH,I,
75728,NET,I,
75729,DBH,II,
75730,NET,II,
75731,DBH,III,
75732,NET,III,
75733,DBH,IVa,
75734,NET,IVa,
75735,DBH,IVb,
75736,NET,IVb,
75737,DBH,IVc,
75738,NET,IVc,
75739,DBH,IVc,
75740,NET,IVc,
75741,DBH,V,
75742,NET,V,
75743,DBH,VI,
75744,NET,VI,
75745,DBH,I,
75746,NET,I,
75747,DBH,II,
75748,NET,II,
75749,DBH,III,
75750,NET,III,
75751,DBH,IVa,
75752,NET,IVa,
75753,DBH,IVb,
75754,NET,IVb,
75755,DBH,IVc,
75756,NET,IVc,
75757,DBH,IVc,
75758,NET,IVc,
75759,DBH,V,
75760,NET,V,
75761,DBH,VI,
75762,NET,VI,
75763,DBH,I,
75764,NET,I,
75765,DBH,II,
75766,NET,II,
75767,DBH,III,
75768,NET,III,
75769,DBH,IVa,
75770,NET,IVa,
75771,DBH,IVb,
75772,NET,IVb,
75773,DBH,IVc,
75774,NET,IVc,
75775,DBH,IVc,
75776,NET,IVc,
75777,DBH,V,
75778,NET,V,
75779,DBH,VI,
75780,NET,VI,
75781,DBH,I,
75782,NET,I,
75783,DBH,II,
75784,NET,II,
75785,DBH,III,
75786,NET,III,
75787,DBH,IVa,
75788,NET,IVa,
75789,DBH,IVb,
75790,NET,IVb,
75791,DBH,IVc,
75792,NET,IVc,
75793,DBH,IVc,
75794,NET,IVc,
75795,DBH,V,
75796,NET,V,
75797,DBH,VI,
75798,NET,VI,
75799,DBH,I,
75800,NET,I,
75801,DBH,II,
75802,NET,II,
75803,DBH,III,
75804,NET,III,
75805,DBH,IVa,
75806,NET,IVa,
75807,DBH,IVb,
75808,NET,IVb,
75809,DBH,IVc,
75810,NET,IVc,
75811,DBH,IVc,
75812,NET,IVc,
75813,DBH,V,
75814,NET,V,
75815,DBH,VI,
75816,NET,VI,
75817,DBH,I,
75818,NET,I,
75819,DBH,II,
75820,NET,II,
75821,DBH,III,
75822,NET,III,
75823,DBH,IVa,
75824,NET,IVa,
75825,DBH,IVb,
75826,NET,IVb,
75827,DBH,IVc,
75828,NET,IVc,
75829,DBH,IVc,
75830,NET,IVc,
75831,DBH,V,
75832,NET,V,
75833,DBH,VI,
75834,NET,VI,
75835,DBH,I,
75836,NET,I,
75837,DBH,II,
75838,NET,II,
75839,DBH,III,
75840,NET,III,
75841,DBH,IVa,
75842,NET,IVa,
75843,DBH,IVb,
75844,NET,IVb,
75845,DBH,IVc,
75846,NET,IVc,
75847,DBH,IVc,
75848,NET,IVc,
75849,DBH,V,
75850,NET,V,
75851,DBH,VI,
75852,NET,VI,
75853,DBH,I,
75854,NET,I,
75855,DBH,II,
75856,NET,II,
75857,DBH,III,
75858,NET,III,
75859,DBH,IVa,
75860,NET,IVa,
75861,DBH,IVb,
75862,NET,IVb,
75863,DBH,IVc,
75864,NET,IVc,
75865,DBH,IVc,
75866,NET,IVc,
75867,DBH,V,
75868,NET,V,
75869,DBH,VI,
75870,NET,VI,
75871,DBH,I,
75872,NET,I,
75873,DBH,II,
75874,NET,II,
75875,DBH,III,
75876,NET,III,
75877,DBH,IVa,
75878,NET,IVa,
75879,DBH,IVb,
75880,NET,IVb,
75881,DBH,IVc,
75882,NET,IVc,
75883,DBH,IVc,
75884,NET,IVc,
75885,DBH,V,
75886,NET,V,
75887,DBH,VI,
75888,NET,VI,
75889,DBH,I,
75890,NET,I,
75891,DBH,II,
75892,NET,II,
75893,DBH,III,
75894,NET,III,
75895,DBH,IVa,
75896,NET,IVa,
75897,DBH,IVb,
75898,NET,IVb,
75899,DBH,IVc,
75900,NET,IVc,
75901,DBH,IVc,
75902,NET,IVc,
75903,DBH,V,
75904,NET,V,
75905,DBH,VI,
75906,NET,VI,
75907,DBH,I,
75908,NET,I,
75909,DBH,II,
75910,NET,II,
75911,DBH,III,
75912,NET,III,
75913,DBH,IVa,
75914,NET,IVa,
75915,DBH,IVb,
75916,NET,IVb,
75917,DBH,IVc,
75918,NET,IVc,
75919,DBH,IVc,
75920,NET,IVc,
75921,DBH,V,
75922,NET,V,
75923,DBH,VI,
75924,NET,VI,
75925,DBH,I,
75926,NET,I,
75927,DBH,II,
75928,NET,II,
75929,DBH,III,
75930,NET,III,
75931,DBH,IVa,
75932,NET,IVa,
75933,DBH,IVb,
75934,NET,IVb,
75935,DBH,IVc,
75936,NET,IVc,
75937,DBH,IVc,
75938,NET,IVc,
75939,DBH,V,
75940,NET,V,
75941,DBH,VI,
75942,NET,VI,
75943,DBH,I,
75944,NET,I,
75945,DBH,II,
75946,NET,II,
75947,DBH,III,
75948,NET,III,
75949,DBH,IVa,
75950,NET,IVa,
75951,DBH,IVb,
75952,NET,IVb,
75953,DBH,IVc,
75954,NET,IVc,
75955,DBH,IVc,
75956,NET,IVc,
75957,DBH,V,
75958,NET,V,
75959,DBH,VI,
75960,NET,VI,
75961,DBH,I,
75962,NET,I,
75963,DBH,II,
75964,NET,II,
75965,DBH,III,
75966,NET,III,
75967,DBH,IVa,
75968,NET,IVa,
75969,DBH,IVb,
75970,NET,IVb,
75971,DBH,IVc,
75972,NET,IVc,
75973,DBH,IVc,
75974,NET,IVc,
75975,DBH,V,
75976,NET,V,
75977,DBH,VI,
75978,NET,VI,
75979,DBH,I,
75980,NET,I,
75981,DBH,II,
75982,NET,II,
75983,DBH,III,
75984,NET,III,
75985,DBH,IVa,
75986,NET,IVa,
75987,DBH,IVb,
75988,NET,IVb,
75989,DBH,IVc,
75990,NET,IVc,
75991,DBH,IVc,
75992,NET,IVc,
75993,DBH,V,
75994,NET,V,
75995,DBH,VI,
75996,NET,VI,
75997,DBH,I,
75998,NET,I,
75999,DBH,II,
76000,NET,II,
76001,DBH,III,
76002,NET,III,
76003,DBH,IVa,
76004,NET,IVa,
76005,DBH,IVb,
76006,NET,IVb,
76007,DBH,IVc,
76008,NET,IVc,
76009,DBH,IVc,
76010,NET,IVc,
76011,DBH,V,
76012,NET,V,
76013,DBH,VI,
76014,NET,VI,
76015,DBH,I,
76016,NET,I,
76017,DBH,II,
76018,NET,II,
76019,DBH,III,
76020,NET,III,
76021,DBH,IVa,
76022,NET,IVa,
76023,DBH,IVb,
76024,NET,IVb,
76025,DBH,IVc,
76026,NET,IVc,
76027,DBH,IVc,
76028,NET,IVc,
76029,DBH,V,
76030,NET,V,
76031,DBH,VI,
76032,NET,VI,
76033,DBH,I,
76034,NET,I,
76035,DBH,II,
76036,NET,II,
76037,DBH,III,
76038,NET,III,
76039,DBH,IVa,
76040,NET,IVa,
76041,DBH,IVb,
76042,NET,IVb,
76043,DBH,IVc,
76044,NET,IVc,
76045,DBH,IVc,
76046,NET,IVc,
76047,DBH,V,
76048,NET,V,
76049,DBH,VI,
76050,NET,VI,
76051,DBH,I,
76052,NET,I,
76053,DBH,II,
76054,NET,II,
76055,DBH,III,
76056,NET,III,
76057,DBH,IVa,
76058,NET,IVa,
76059,DBH,IVb,
76060,NET,IVb,
76061,DBH,IVc,
76062,NET,IVc,
76063,DBH,IVc,
76064,NET,IVc,
76065,DBH,V,
76066,NET,V,
76067,DBH,VI,
76068,NET,VI,
76069,DBH,I,
76070,NET,I,
76071,DBH,II,
76072,NET,II,
76073,DBH,III,
76074,NET,III,
76075,DBH,IVa,
76076,NET,IVa,
76077,DBH,IVb,
76078,NET,IVb,
76079,DBH,IVc,
76080,NET,IVc,
76081,DBH,IVc,
76082,NET,IVc,
76083,DBH,V,
76084,NET,V,
76085,DBH,VI,
76086,NET,VI,
76087,DBH,I,
76088,NET,I,
76089,DBH,II,
76090,NET,II,
76091,DBH,III,
76092,NET,III,
76093,DBH,IVa,
76094,NET,IVa,
76095,DBH,IVb,
76096,NET,IVb,
76097,DBH,IVc,
76098,NET,IVc,
76099,DBH,IVc,
76100,NET,IVc,
76101,DBH,V,
76102,NET,V,
76103,DBH,VI,
76104,NET,VI,
76105,DBH,I,
76106,NET,I,
76107,DBH,II,
76108,NET,II,
76109,DBH,III,
76110,NET,III,
76111,DBH,IVa,
76112,NET,IVa,
76113,DBH,IVb,
76114,NET,IVb,
76115,DBH,IVc,
76116,NET,IVc,
76117,DBH,IVc,
76118,NET,IVc,
76119,DBH,V,
76120,NET,V,
76121,DBH,VI,
76122,NET,VI,
76123,DBH,I,
76124,NET,I,
76125,DBH,II,
76126,NET,II,
76127,DBH,III,
76128,NET,III,
76129,DBH,IVa,
76130,NET,IVa,
76131,DBH,IVb,
76132,NET,IVb,
76133,DBH,IVc,
76134,NET,IVc,
76135,DBH,IVc,
76136,NET,IVc,
76137,DBH,V,
76138,NET,V,
76139,DBH,VI,
76140,NET,VI,
76141,DBH,I,
76142,NET,I,
76143,DBH,II,
76144,NET,II,
76145,DBH,III,
76146,NET,III,
76147,DBH,IVa,
76148,NET,IVa,
76149,DBH,IVb,
76150,NET,IVb,
76151,DBH,IVc,
76152,NET,IVc,
76153,DBH,IVc,
76154,NET,IVc,
76155,DBH,V,
76156,NET,V,
76157,DBH,VI,
76158,NET,VI,
76159,DBH,I,
76160,NET,I,
76161,DBH,II,
76162,NET,II,
76163,DBH,III,
76164,NET,III,
76165,DBH,IVa,
76166,NET,IVa,
76167,DBH,IVb,
76168,NET,IVb,
76169,DBH,IVc,
76170,NET,IVc,
76171,DBH,IVc,
76172,NET,IVc,
76173,DBH,V,
76174,NET,V,
76175,DBH,VI,
76176,NET,VI,
76177,DBH,I,
76178,NET,I,
76179,DBH,II,
76180,NET,II,
76181,DBH,III,
76182,NET,III,
76183,DBH,IVa,
76184,NET,IVa,
76185,DBH,IVb,
76186,NET,IVb,
76187,DBH,IVc,
76188,NET,IVc,
76189,DBH,IVc,
76190,NET,IVc,
76191,DBH,V,
76192,NET,V,
76193,DBH,VI,
76194,NET,VI,
76195,DBH,I,
76196,NET,I,
76197,DBH,II,
76198,NET,II,
76199,DBH,III,
76200,NET,III,
76201,DBH,IVa,
76202,NET,IVa,
76203,DBH,IVb,
76204,NET,IVb,
76205,DBH,IVc,
76206,NET,IVc,
76207,DBH,IVc,
76208,NET,IVc,
76209,DBH,V,
76210,NET,V,
76211,DBH,VI,
76212,NET,VI,
76213,DBH,I,
76214,NET,I,
76215,DBH,II,
76216,NET,II,
76217,DBH,III,
76218,NET,III,
76219,DBH,IVa,
76220,NET,IVa,
76221,DBH,IVb,
76222,NET,IVb,
76223,DBH,IVc,
76224,NET,IVc,
76225,DBH,IVc,
76226,NET,IVc,
76227,DBH,V,
76228,NET,V,
76229,DBH,VI,
76230,NET,VI,
76231,DBH,I,
76232,NET,I,
76233,DBH,II,
76234,NET,II,
76235,DBH,III,
76236,NET,III,
76237,DBH,IVa,
76238,NET,IVa,
76239,DBH,IVb,
76240,NET,IVb,
76241,DBH,IVc,
76242,NET,IVc,
76243,DBH,IVc,
76244,NET,IVc,
76245,DBH,V,
76246,NET,V,
76247,DBH,VI,
76248,NET,VI,
76249,DBH,I,
76250,NET,I,
76251,DBH,II,
76252,NET,II,
76253,DBH,III,
76254,NET,III,
76255,DBH,IVa,
76256,NET,IVa,
76257,DBH,IVb,
76258,NET,IVb,
76259,DBH,IVc,
76260,NET,IVc,
76261,DBH,IVc,
76262,NET,IVc,
76263,DBH,V,
76264,NET,V,
76265,DBH,VI,
76266,NET,VI,
76267,DBH,I,
76268,NET,I,
76269,DBH,II,
76270,NET,II,
76271,DBH,III,
76272,NET,III,
76273,DBH,IVa,
76274,NET,IVa,
76275,DBH,IVb,
76276,NET,IVb,
76277,DBH,IVc,
76278,NET,IVc,
76279,DBH,IVc,
76280,NET,IVc,
76281,DBH,V,
76282,NET,V,
76283,DBH,VI,
76284,NET,VI,
76285,DBH,I,
76286,NET,I,
76287,DBH,II,
76288,NET,II,
76289,DBH,III,
76290,NET,III,
76291,DBH,IVa,
76292,NET,IVa,
76293,DBH,IVb,
76294,NET,IVb,
76295,DBH,IVc,
76296,NET,IVc,
76297,DBH,IVc,
76298,NET,IVc,
76299,DBH,V,
76300,NET,V,
76301,DBH,VI,
76302,NET,VI,
76303,DBH,I,
76304,NET,I,
76305,DBH,II,
76306,NET,II,
76307,DBH,III,
76308,NET,III,
76309,DBH,IVa,
76310,NET,IVa,
76311,DBH,IVb,
76312,NET,IVb,
76313,DBH,IVc,
76314,NET,IVc,
76315,DBH,IVc,
76316,NET,IVc,
76317,DBH,V,
76318,NET,V,
76319,DBH,VI,
76320,NET,VI,
76321,DBH,I,
76322,NET,I,
76323,DBH,II,
76324,NET,II,
76325,DBH,III,
76326,NET,III,
76327,DBH,IVa,
76328,NET,IVa,
76329,DBH,IVb,
76330,NET,IVb,
76331,DBH,IVc,
76332,NET,IVc,
76333,DBH,IVc,
76334,NET,IVc,
76335,DBH,V,
76336,NET,V,
76337,DBH,VI,
76338,NET,VI,
76339,DBH,I,
76340,NET,I,
76341,DBH,II,
76342,NET,II,
76343,DBH,III,
76344,NET,III,
76345,DBH,IVa,
76346,NET,IVa,
76347,DBH,IVb,
76348,NET,IVb,
76349,DBH,IVc,
76350,NET,IVc,
76351,DBH,IVc,
76352,NET,IVc,
76353,DBH,V,
76354,NET,V,
76355,DBH,VI,
76356,NET,VI,
76357,DBH,I,
76358,NET,I,
76359,DBH,II,
76360,NET,II,
76361,DBH,III,
76362,NET,III,
76363,DBH,IVa,
76364,NET,IVa,
76365,DBH,IVb,
76366,NET,IVb,
76367,DBH,IVc,
76368,NET,IVc,
76369,DBH,IVc,
76370,NET,IVc,
76371,DBH,V,
76372,NET,V,
76373,DBH,VI,
76374,NET,VI,
76375,DBH,I,
76376,NET,I,
76377,DBH,II,
76378,NET,II,
76379,DBH,III,
76380,NET,III,
76381,DBH,IVa,
76382,NET,IVa,
76383,DBH,IVb,
76384,NET,IVb,
76385,DBH,IVc,
76386,NET,IVc,
76387,DBH,IVc,
76388,NET,IVc,
76389,DBH,V,
76390,NET,V,
76391,DBH,VI,
76392,NET,VI,
76393,DBH,I,
76394,NET,I,
76395,DBH,II,
76396,NET,II,
76397,DBH,III,
76398,NET,III,
76399,DBH,IVa,
76400,NET,IVa,
76401,DBH,IVb,
76402,NET,IVb,
76403,DBH,IVc,
76404,NET,IVc,
76405,DBH,IVc,
76406,NET,IVc,
76407,DBH,V,
76408,NET,V,
76409,DBH,VI,
76410,NET,VI,
76411,DBH,I,
76412,NET,I,
76413,DBH,II,
76414,NET,II,
76415,DBH,III,
76416,NET,III,
76417,DBH,IVa,
76418,NET,IVa,
76419,DBH,IVb,
76420,NET,IVb,
76421,DBH,IVc,
76422,NET,IVc,
76423,DBH,IVc,
76424,NET,IVc,
76425,DBH,V,
76426,NET,V,
76427,DBH,VI,
76428,NET,VI,
76429,DBH,I,
76430,NET,I,
76431,DBH,II,
76432,NET,II,
76433,DBH,III,
76434,NET,III,
76435,DBH,IVa,
76436,NET,IVa,
76437,DBH,IVb,
76438,NET,IVb,
76439,DBH,IVc,
76440,NET,IVc,
76441,DBH,IVc,
76442,NET,IVc,
76443,DBH,V,
76444,NET,V,
76445,DBH,VI,
76446,NET,VI,
76447,DBH,I,
76448,NET,I,
76449,DBH,II,
76450,NET,II,
76451,DBH,III,
76452,NET,III,
76453,DBH,IVa,
76454,NET,IVa,
76455,DBH,IVb,
76456,NET,IVb,
76457,DBH,IVc,
76458,NET,IVc,
76459,DBH,IVc,
76460,NET,IVc,
76461,DBH,V,
76462,NET,V,
76463,DBH,VI,
76464,NET,VI,
76465,DBH,I,
76466,NET,I,
76467,DBH,II,
76468,NET,II,
76469,DBH,III,
76470,NET,III,
76471,DBH,IVa,
76472,NET,IVa,
76473,DBH,IVb,
76474,NET,IVb,
76475,DBH,IVc,
76476,NET,IVc,
76477,DBH,IVc,
76478,NET,IVc,
76479,DBH,V,
76480,NET,V,
76481,DBH,VI,
76482,NET,VI,
76483,DBH,I,
76484,NET,I,
76485,DBH,II,
76486,NET,II,
76487,DBH,III,
76488,NET,III,
76489,DBH,IVa,
76490,NET,IVa,
76491,DBH,IVb,
76492,NET,IVb,
76493,DBH,IVc,
76494,NET,IVc,
76495,DBH,IVc,
76496,NET,IVc,
76497,DBH,V,
76498,NET,V,
76499,DBH,VI,
76500,NET,VI,
76501,DBH,I,
76502,NET,I,
76503,DBH,II,
76504,NET,II,
76505,DBH,III,
76506,NET,III,
76507,DBH,IVa,
76508,NET,IVa,
76509,DBH,IVb,
76510,NET,IVb,
76511,DBH,IVc,
76512,NET,IVc,
76513,DBH,IVc,
76514,NET,IVc,
76515,DBH,V,
76516,NET,V,
76517,DBH,VI,
76518,NET,VI,
76519,DBH,I,
76520,NET,I,
76521,DBH,II,
76522,NET,II,
76523,DBH,III,
76524,NET,III,
76525,DBH,IVa,
76526,NET,IVa,
76527,DBH,IVb,
76528,NET,IVb,
76529,DBH,IVc,
76530,NET,IVc,
76531,DBH,IVc,
76532,NET,IVc,
76533,DBH,V,
76534,NET,V,
76535,DBH,VI,
76536,NET,VI,
76537,DBH,I,
76538,NET,I,
76539,DBH,II,
76540,NET,II,
76541,DBH,III,
76542,NET,III,
76543,DBH,IVa,
76544,NET,IVa,
76545,DBH,IVb,
76546,NET,IVb,
76547,DBH,IVc,
76548,NET,IVc,
76549,DBH,IVc,
76550,NET,IVc,
76551,DBH,V,
76552,NET,V,
76553,DBH,VI,
76554,NET,VI,
76555,DBH,I,
76556,NET,I,
76557,DBH,II,
76558,NET,II,
76559,DBH,III,
76560,NET,III,
76561,DBH,IVa,
76562,NET,IVa,
76563,DBH,IVb,
76564,NET,IVb,
76565,DBH,IVc,
76566,NET,IVc,
76567,DBH,IVc,
76568,NET,IVc,
76569,DBH,V,
76570,NET,V,
76571,DBH,VI,
76572,NET,VI,
76573,DBH,I,
76574,NET,I,
76575,DBH,II,
76576,NET,II,
76577,DBH,III,
76578,NET,III,
76579,DBH,IVa,
76580,NET,IVa,
76581,DBH,IVb,
76582,NET,IVb,
76583,DBH,IVc,
76584,NET,IVc,
76585,DBH,IVc,
76586,NET,IVc,
76587,DBH,V,
76588,NET,V,
76589,DBH,VI,
76590,NET,VI,
76591,DBH,I,
76592,NET,I,
76593,DBH,II,
76594,NET,II,
76595,DBH,III,
76596,NET,III,
76597,DBH,IVa,
76598,NET,IVa,
76599,DBH,IVb,
76600,NET,IVb,
76601,DBH,IVc,
76602,NET,IVc,
76603,DBH,IVc,
76604,NET,IVc,
76605,DBH,V,
76606,NET,V,
76607,DBH,VI,
76608,NET,VI,
76609,DBH,I,
76610,NET,I,
76611,DBH,II,
76612,NET,II,
76613,DBH,III,
76614,NET,III,
76615,DBH,IVa,
76616,NET,IVa,
76617,DBH,IVb,
76618,NET,IVb,
76619,DBH,IVc,
76620,NET,IVc,
76621,DBH,IVc,
76622,NET,IVc,
76623,DBH,V,
76624,NET,V,
76625,DBH,VI,
76626,NET,VI,
76627,DBH,I,
76628,NET,I,
76629,DBH,II,
76630,NET,II,
76631,DBH,III,
76632,NET,III,
76633,DBH,IVa,
76634,NET,IVa,
76635,DBH,IVb,
76636,NET,IVb,
76637,DBH,IVc,
76638,NET,IVc,
76639,DBH,IVc,
76640,NET,IVc,
76641,DBH,V,
76642,NET,V,
76643,DBH,VI,
76644,NET,VI,
76645,DBH,I,
76646,NET,I,
76647,DBH,II,
76648,NET,II,
76649,DBH,III,
76650,NET,III,
76651,DBH,IVa,
76652,NET,IVa,
76653,DBH,IVb,
76654,NET,IVb,
76655,DBH,IVc,
76656,NET,IVc,
76657,DBH,IVc,
76658,NET,IVc,
76659,DBH,V,
76660,NET,V,
76661,DBH,VI,
76662,NET,VI,
76663,DBH,I,
76664,NET,I,
76665,DBH,II,
76666,NET,II,
76667,DBH,III,
76668,NET,III,
76669,DBH,IVa,
76670,NET,IVa,
76671,DBH,IVb,
76672,NET,IVb,
76673,DBH,IVc,
76674,NET,IVc,
76675,DBH,IVc,
76676,NET,IVc,
76677,DBH,V,
76678,NET,V,
76679,DBH,VI,
76680,NET,VI,
76681,DBH,I,
76682,NET,I,
76683,DBH,II,
76684,NET,II,
76685,DBH,III,
76686,NET,III,
76687,DBH,IVa,
76688,NET,IVa,
76689,DBH,IVb,
76690,NET,IVb,
76691,DBH,IVc,
76692,NET,IVc,
76693,DBH,IVc,
76694,NET,IVc,
76695,DBH,V,
76696,NET,V,
76697,DBH,VI,
76698,NET,VI,
76699,DBH,I,
76700,NET,I,
76701,DBH,II,
76702,NET,II,
76703,DBH,III,
76704,NET,III,
76705,DBH,IVa,
76706,NET,IVa,
76707,DBH,IVb,
76708,NET,IVb,
76709,DBH,IVc,
76710,NET,IVc,
76711,DBH,IVc,
76712,NET,IVc,
76713,DBH,V,
76714,NET,V,
76715,DBH,VI,
76716,NET,VI,
76717,DBH,I,
76718,NET,I,
76719,DBH,II,
76720,NET,II,
76721,DBH,III,
76722,NET,III,
76723,DBH,IVa,
76724,NET,IVa,
76725,DBH,IVb,
76726,NET,IVb,
76727,DBH,IVc,
76728,NET,IVc,
76729,DBH,IVc,
76730,NET,IVc,
76731,DBH,V,
76732,NET,V,
76733,DBH,VI,
76734,NET,VI,
76735,DBH,I,
76736,NET,I,
76737,DBH,II,
76738,NET,II,
76739,DBH,III,
76740,NET,III,
76741,DBH,IVa,
76742,NET,IVa,
76743,DBH,IVb,
76744,NET,IVb,
76745,DBH,IVc,
76746,NET,IVc,
76747,DBH,IVc,
76748,NET,IVc,
76749,DBH,V,
76750,NET,V,
76751,DBH,VI,
76752,NET,VI,
76753,DBH,I,
76754,NET,I,
76755,DBH,II,
76756,NET,II,
76757,DBH,III,
76758,NET,III,
76759,DBH,IVa,
76760,NET,IVa,
76761,DBH,IVb,
76762,NET,IVb,
76763,DBH,IVc,
76764,NET,IVc,
76765,DBH,IVc,
76766,NET,IVc,
76767,DBH,V,
76768,NET,V,
76769,DBH,VI,
76770,NET,VI,
76771,DBH,I,
76772,NET,I,
76773,DBH,II,
76774,NET,II,
76775,DBH,III,
76776,NET,III,
76777,DBH,IVa,
76778,NET,IVa,
76779,DBH,IVb,
76780,NET,IVb,
76781,DBH,IVc,
76782,NET,IVc,
76783,DBH,IVc,
76784,NET,IVc,
76785,DBH,V,
76786,NET,V,
76787,DBH,VI,
76788,NET,VI,
76789,DBH,I,
76790,NET,I,
76791,DBH,II,
76792,NET,II,
76793,DBH,III,
76794,NET,III,
76795,DBH,IVa,
76796,NET,IVa,
76797,DBH,IVb,
76798,NET,IVb,
76799,DBH,IVc,
76800,NET,IVc,
76801,DBH,IVc,
76802,NET,IVc,
76803,DBH,V,
76804,NET,V,
76805,DBH,VI,
76806,NET,VI,
76807,DBH,I,
76808,NET,I,
76809,DBH,II,
76810,NET,II,
76811,DBH,III,
76812,NET,III,
76813,DBH,IVa,
76814,NET,IVa,
76815,DBH,IVb,
76816,NET,IVb,
76817,DBH,IVc,
76818,NET,IVc,
76819,DBH,IVc,
76820,NET,IVc,
76821,DBH,V,
76822,NET,V,
76823,DBH,VI,
76824,NET,VI,
76825,DBH,I,
76826,NET,I,
76827,DBH,II,
76828,NET,II,
76829,DBH,III,
76830,NET,III,
76831,DBH,IVa,
76832,NET,IVa,
76833,DBH,IVb,
76834,NET,IVb,
76835,DBH,IVc,
76836,NET,IVc,
76837,DBH,IVc,
76838,NET,IVc,
76839,DBH,V,
76840,NET,V,
76841,DBH,VI,
76842,NET,VI,
76843,DBH,I,
76844,NET,I,
76845,DBH,II,
76846,NET,II,
76847,DBH,III,
76848,NET,III,
76849,DBH,IVa,
76850,NET,IVa,
76851,DBH,IVb,
76852,NET,IVb,
76853,DBH,IVc,
76854,NET,IVc,
76855,DBH,IVc,
76856,NET,IVc,
76857,DBH,V,
76858,NET,V,
76859,DBH,VI,
76860,NET,VI,
76861,DBH,I,
76862,NET,I,
76863,DBH,II,
76864,NET,II,
76865,DBH,III,
76866,NET,III,
76867,DBH,IVa,
76868,NET,IVa,
