,area,protein,layer,value
35542,V2,NET,V,
35543,V1,NET,VI,
35544,V2,NET,VI,
35545,V1,NET,I,
35546,V2,NET,I,
35547,V1,NET,II,
35548,V2,NET,II,
35549,V1,NET,III,
35550,V2,NET,III,
35551,V1,NET,IV,
35552,V2,NET,IV,
35553,V1,NET,V,
35554,V2,NET,V,
35555,V1,NET,VI,
35556,V2,NET,VI,
35557,V1,NET,I,
35558,V2,NET,I,
35559,V1,NET,II,
35560,V2,NET,II,
35561,V1,NET,III,
35562,V2,NET,III,
35563,V1,NET,IV,
35564,V2,NET,IV,
35565,V1,NET,V,
35566,V2,NET,V,
35567,V1,NET,VI,
35568,V2,NET,VI,
35569,V1,NET,I,
35570,V2,NET,I,
35571,V1,NET,II,
35572,V2,NET,II,
35573,V1,NET,III,
35574,V2,NET,III,
35575,V1,NET,IV,
35576,V2,NET,IV,
35577,V1,NET,V,
35578,V2,NET,V,
35579,V1,NET,VI,
35580,V2,NET,VI,
35581,V1,NET,I,
35582,V2,NET,I,
35583,V1,NET,II,
35584,V2,NET,II,
35585,V1,NET,III,
35586,V2,NET,III,
35587,V1,NET,IV,
35588,V2,NET,IV,
35589,V1,NET,V,
35590,V2,NET,V,
35591,V1,NET,VI,
35592,V2,NET,VI,
35593,V1,NET,I,
35594,V2,NET,I,
35595,V1,NET,II,
35596,V2,NET,II,
35597,V1,NET,III,
35598,V2,NET,III,
35599,V1,NET,IV,
35600,V2,NET,IV,
35601,V1,NET,V,
35602,V2,NET,V,
35603,V1,NET,VI,
35604,V2,NET,VI,
35605,V1,NET,I,
35606,V2,NET,I,
35607,V1,NET,II,
35608,V2,NET,II,
35609,V1,NET,III,
35610,V2,NET,III,
35611,V1,NET,IV,
35612,V2,NET,IV,
35613,V1,NET,V,
35614,V2,NET,V,
35615,V1,NET,VI,
35616,V2,NET,VI,
35617,V1,NET,I,
35618,V2,NET,I,
35619,V1,NET,II,
35620,V2,NET,II,
35621,V1,NET,III,
35622,V2,NET,III,
35623,V1,NET,IV,
35624,V2,NET,IV,
35625,V1,NET,V,
35626,V2,NET,V,
35627,V1,NET,VI,
35628,V2,NET,VI,
35629,V1,NET,I,
35630,V2,NET,I,
35631,V1,NET,II,
35632,V2,NET,II,
35633,V1,NET,III,
35634,V2,NET,III,
35635,V1,NET,IV,
35636,V2,NET,IV,
35637,V1,NET,V,
35638,V2,NET,V,
35639,V1,NET,VI,
35640,V2,NET,VI,
35641,V1,NET,I,
35642,V2,NET,I,
35643,V1,NET,II,
35644,V2,NET,II,
35645,V1,NET,III,
35646,V2,NET,III,
35647,V1,NET,IV,
35648,V2,NET,IV,
35649,V1,NET,V,
35650,V2,NET,V,
35651,V1,NET,VI,
35652,V2,NET,VI,
35653,V1,NET,I,
35654,V2,NET,I,
35655,V1,NET,II,
35656,V2,NET,II,
35657,V1,NET,III,
35658,V2,NET,III,
35659,V1,NET,IV,
35660,V2,NET,IV,
35661,V1,NET,V,
35662,V2,NET,V,
35663,V1,NET,VI,
35664,V2,NET,VI,
35665,V1,NET,I,
35666,V2,NET,I,
35667,V1,NET,II,
35668,V2,NET,II,
35669,V1,NET,III,
35670,V2,NET,III,
35671,V1,NET,IV,
35672,V2,NET,IV,
35673,V1,NET,V,
35674,V2,NET,V,
35675,V1,NET,VI,
35676,V2,NET,VI,
35677,V1,NET,I,
35678,V2,NET,I,
35679,V1,NET,II,
35680,V2,NET,II,
35681,V1,NET,III,
35682,V2,NET,III,
35683,V1,NET,IV,
35684,V2,NET,IV,
35685,V1,NET,V,
35686,V2,NET,V,
35687,V1,NET,VI,
35688,V2,NET,VI,
35689,V1,NET,I,
35690,V2,NET,I,
35691,V1,NET,II,
35692,V2,NET,II,
35693,V1,NET,III,
35694,V2,NET,III,
35695,V1,NET,IV,
35696,V2,NET,IV,
35697,V1,NET,V,
35698,V2,NET,V,
35699,V1,NET,VI,
35700,V2,NET,VI,
35701,V1,NET,I,
35702,V2,NET,I,
35703,V1,NET,II,
35704,V2,NET,II,
35705,V1,NET,III,
35706,V2,NET,III,
35707,V1,NET,IV,
35708,V2,NET,IV,
35709,V1,NET,V,
35710,V2,NET,V,
35711,V1,NET,VI,
35712,V2,NET,VI,
35713,V1,NET,I,
35714,V2,NET,I,
35715,V1,NET,II,
35716,V2,NET,II,
35717,V1,NET,III,
35718,V2,NET,III,
35719,V1,NET,IV,
35720,V2,NET,IV,
35721,V1,NET,V,
35722,V2,NET,V,
35723,V1,NET,VI,
35724,V2,NET,VI,
35725,V1,NET,I,
35726,V2,NET,I,
35727,V1,NET,II,
35728,V2,NET,II,
35729,V1,NET,III,
35730,V2,NET,III,
35731,V1,NET,IV,
35732,V2,NET,IV,
35733,V1,NET,V,
35734,V2,NET,V,
35735,V1,NET,VI,
35736,V2,NET,VI,
35737,V1,NET,I,
35738,V2,NET,I,
35739,V1,NET,II,
35740,V2,NET,II,
35741,V1,NET,III,
35742,V2,NET,III,
35743,V1,NET,IV,
35744,V2,NET,IV,
35745,V1,NET,V,
35746,V2,NET,V,
35747,V1,NET,VI,
35748,V2,NET,VI,
35749,V1,NET,I,
35750,V2,NET,I,
35751,V1,NET,II,
35752,V2,NET,II,
35753,V1,NET,III,
35754,V2,NET,III,
35755,V1,NET,IV,
35756,V2,NET,IV,
35757,V1,NET,V,
35758,V2,NET,V,
35759,V1,NET,VI,
35760,V2,NET,VI,
35761,V1,NET,I,
35762,V2,NET,I,
35763,V1,NET,II,
35764,V2,NET,II,
35765,V1,NET,III,
35766,V2,NET,III,
35767,V1,NET,IV,
35768,V2,NET,IV,
35769,V1,NET,V,
35770,V2,NET,V,
35771,V1,NET,VI,
35772,V2,NET,VI,
35773,V1,NET,I,
35774,V2,NET,I,
35775,V1,NET,II,
35776,V2,NET,II,
35777,V1,NET,III,
35778,V2,NET,III,
35779,V1,NET,IV,
35780,V2,NET,IV,
35781,V1,NET,V,
35782,V2,NET,V,
35783,V1,NET,VI,
35784,V2,NET,VI,
35785,V1,NET,I,
35786,V2,NET,I,
35787,V1,NET,II,
35788,V2,NET,II,
35789,V1,NET,III,
35790,V2,NET,III,
35791,V1,NET,IV,
35792,V2,NET,IV,
35793,V1,NET,V,
35794,V2,NET,V,
35795,V1,NET,VI,
35796,V2,NET,VI,
35797,V1,NET,I,
35798,V2,NET,I,
35799,V1,NET,II,
35800,V2,NET,II,
35801,V1,NET,III,
35802,V2,NET,III,
35803,V1,NET,IV,
35804,V2,NET,IV,
35805,V1,NET,V,
35806,V2,NET,V,
35807,V1,NET,VI,
35808,V2,NET,VI,
35809,V1,NET,I,
35810,V2,NET,I,
35811,V1,NET,II,
35812,V2,NET,II,
35813,V1,NET,III,
35814,V2,NET,III,
35815,V1,NET,IV,
35816,V2,NET,IV,
35817,V1,NET,V,
35818,V2,NET,V,
35819,V1,NET,VI,
35820,V2,NET,VI,
35821,V1,NET,I,
35822,V2,NET,I,
35823,V1,NET,II,
35824,V2,NET,II,
35825,V1,NET,III,
35826,V2,NET,III,
35827,V1,NET,IV,
35828,V2,NET,IV,
35829,V1,NET,V,
35830,V2,NET,V,
35831,V1,NET,VI,
35832,V2,NET,VI,
35833,V1,NET,I,
35834,V2,NET,I,
35835,V1,NET,II,
35836,V2,NET,II,
35837,V1,NET,III,
35838,V2,NET,III,
35839,V1,NET,IV,
35840,V2,NET,IV,
35841,V1,NET,V,
35842,V2,NET,V,
35843,V1,NET,VI,
35844,V2,NET,VI,
35845,V1,NET,I,
35846,V2,NET,I,
35847,V1,NET,II,
35848,V2,NET,II,
35849,V1,NET,III,
35850,V2,NET,III,
35851,V1,NET,IV,
35852,V2,NET,IV,
35853,V1,NET,V,
35854,V2,NET,V,
35855,V1,NET,VI,
35856,V2,NET,VI,
35857,V1,NET,I,
35858,V2,NET,I,
35859,V1,NET,II,
35860,V2,NET,II,
35861,V1,NET,III,
35862,V2,NET,III,
35863,V1,NET,IV,
35864,V2,NET,IV,
35865,V1,NET,V,
35866,V2,NET,V,
35867,V1,NET,VI,
35868,V2,NET,VI,
35869,V1,NET,I,
35870,V2,NET,I,
35871,V1,NET,II,
35872,V2,NET,II,
35873,V1,NET,III,
35874,V2,NET,III,
35875,V1,NET,IV,
35876,V2,NET,IV,
35877,V1,NET,V,
35878,V2,NET,V,
35879,V1,NET,VI,
35880,V2,NET,VI,
35881,V1,NET,I,
35882,V2,NET,I,
35883,V1,NET,II,
35884,V2,NET,II,
35885,V1,NET,III,
35886,V2,NET,III,
35887,V1,NET,IV,
35888,V2,NET,IV,
35889,V1,NET,V,
35890,V2,NET,V,
35891,V1,NET,VI,
35892,V2,NET,VI,
35893,V1,NET,I,
35894,V2,NET,I,
35895,V1,NET,II,
35896,V2,NET,II,
35897,V1,NET,III,
35898,V2,NET,III,
35899,V1,NET,IV,
35900,V2,NET,IV,
35901,V1,NET,V,
35902,V2,NET,V,
35903,V1,NET,VI,
35904,V2,NET,VI,
35905,V1,NET,I,
35906,V2,NET,I,
35907,V1,NET,II,
35908,V2,NET,II,
35909,V1,NET,III,
35910,V2,NET,III,
35911,V1,NET,IV,
35912,V2,NET,IV,
35913,V1,NET,V,
35914,V2,NET,V,
35915,V1,NET,VI,
35916,V2,NET,VI,
35917,V1,NET,I,
35918,V2,NET,I,
35919,V1,NET,II,
35920,V2,NET,II,
35921,V1,NET,III,
35922,V2,NET,III,
35923,V1,NET,IV,
35924,V2,NET,IV,
35925,V1,NET,V,
35926,V2,NET,V,
35927,V1,NET,VI,
35928,V2,NET,VI,
35929,V1,NET,I,
35930,V2,NET,I,
35931,V1,NET,II,
35932,V2,NET,II,
35933,V1,NET,III,
35934,V2,NET,III,
35935,V1,NET,IV,
35936,V2,NET,IV,
35937,V1,NET,V,
35938,V2,NET,V,
35939,V1,NET,VI,
35940,V2,NET,VI,
35941,V1,NET,I,
35942,V2,NET,I,
35943,V1,NET,II,
35944,V2,NET,II,
35945,V1,NET,III,
35946,V2,NET,III,
35947,V1,NET,IV,
35948,V2,NET,IV,
35949,V1,NET,V,
35950,V2,NET,V,
35951,V1,NET,VI,
35952,V2,NET,VI,
35953,V1,NET,I,
35954,V2,NET,I,
35955,V1,NET,II,
35956,V2,NET,II,
35957,V1,NET,III,
35958,V2,NET,III,
35959,V1,NET,IV,
35960,V2,NET,IV,
35961,V1,NET,V,
35962,V2,NET,V,
35963,V1,NET,VI,
35964,V2,NET,VI,
35965,V1,NET,I,
35966,V2,NET,I,
35967,V1,NET,II,
35968,V2,NET,II,
35969,V1,NET,III,
35970,V2,NET,III,
35971,V1,NET,IV,
35972,V2,NET,IV,
35973,V1,NET,V,
35974,V2,NET,V,
35975,V1,NET,VI,
35976,V2,NET,VI,
35977,V1,NET,I,
35978,V2,NET,I,
35979,V1,NET,II,
35980,V2,NET,II,
35981,V1,NET,III,
35982,V2,NET,III,
35983,V1,NET,IV,
35984,V2,NET,IV,
35985,V1,NET,V,
35986,V2,NET,V,
35987,V1,NET,VI,
35988,V2,NET,VI,
35989,V1,NET,I,
35990,V2,NET,I,
35991,V1,NET,II,
35992,V2,NET,II,
35993,V1,NET,III,
35994,V2,NET,III,
35995,V1,NET,IV,
35996,V2,NET,IV,
35997,V1,NET,V,
35998,V2,NET,V,
35999,V1,NET,VI,
36000,V2,NET,VI,
36001,V1,NET,I,
36002,V2,NET,I,
36003,V1,NET,II,
36004,V2,NET,II,
36005,V1,NET,III,
36006,V2,NET,III,
36007,V1,NET,IV,
36008,V2,NET,IV,
36009,V1,NET,V,
36010,V2,NET,V,
36011,V1,NET,VI,
36012,V2,NET,VI,
36013,V1,NET,I,
36014,V2,NET,I,
36015,V1,NET,II,
36016,V2,NET,II,
36017,V1,NET,III,
36018,V2,NET,III,
36019,V1,NET,IV,
36020,V2,NET,IV,
36021,V1,NET,V,
36022,V2,NET,V,
36023,V1,NET,VI,
36024,V2,NET,VI,
36025,V1,NET,I,
36026,V2,NET,I,
36027,V1,NET,II,
36028,V2,NET,II,
36029,V1,NET,III,
36030,V2,NET,III,
36031,V1,NET,IV,
36032,V2,NET,IV,
36033,V1,NET,V,
36034,V2,NET,V,
36035,V1,NET,VI,
36036,V2,NET,VI,
36037,V1,NET,I,
36038,V2,NET,I,
36039,V1,NET,II,
36040,V2,NET,II,
36041,V1,NET,III,
36042,V2,NET,III,
36043,V1,NET,IV,
36044,V2,NET,IV,
36045,V1,NET,V,
36046,V2,NET,V,
36047,V1,NET,VI,
36048,V2,NET,VI,
36049,V1,NET,I,
36050,V2,NET,I,
36051,V1,NET,II,
36052,V2,NET,II,
36053,V1,NET,III,
36054,V2,NET,III,
36055,V1,NET,IV,
36056,V2,NET,IV,
36057,V1,NET,V,
36058,V2,NET,V,
36059,V1,NET,VI,
36060,V2,NET,VI,
36061,V1,NET,I,
36062,V2,NET,I,
36063,V1,NET,II,
36064,V2,NET,II,
36065,V1,NET,III,
36066,V2,NET,III,
36067,V1,NET,IV,
36068,V2,NET,IV,
36069,V1,NET,V,
36070,V2,NET,V,
36071,V1,NET,VI,
36072,V2,NET,VI,
36073,V1,NET,I,
36074,V2,NET,I,
36075,V1,NET,II,
36076,V2,NET,II,
36077,V1,NET,III,
36078,V2,NET,III,
36079,V1,NET,IV,
36080,V2,NET,IV,
36081,V1,NET,V,
36082,V2,NET,V,
36083,V1,NET,VI,
36084,V2,NET,VI,
36085,V1,NET,I,
36086,V2,NET,I,
36087,V1,NET,II,
36088,V2,NET,II,
36089,V1,NET,III,
36090,V2,NET,III,
36091,V1,NET,IV,
36092,V2,NET,IV,
36093,V1,NET,V,
36094,V2,NET,V,
36095,V1,NET,VI,
36096,V2,NET,VI,
36097,V1,NET,I,
36098,V2,NET,I,
36099,V1,NET,II,
36100,V2,NET,II,
36101,V1,NET,III,
36102,V2,NET,III,
36103,V1,NET,IV,
36104,V2,NET,IV,
36105,V1,NET,V,
36106,V2,NET,V,
36107,V1,NET,VI,
36108,V2,NET,VI,
36109,V1,NET,I,
36110,V2,NET,I,
36111,V1,NET,II,
36112,V2,NET,II,
36113,V1,NET,III,
36114,V2,NET,III,
36115,V1,NET,IV,
36116,V2,NET,IV,
36117,V1,NET,V,
36118,V2,NET,V,
36119,V1,NET,VI,
36120,V2,NET,VI,
36121,V1,NET,I,
36122,V2,NET,I,
36123,V1,NET,II,
36124,V2,NET,II,
36125,V1,NET,III,
36126,V2,NET,III,
36127,V1,NET,IV,
36128,V2,NET,IV,
36129,V1,NET,V,
36130,V2,NET,V,
36131,V1,NET,VI,
36132,V2,NET,VI,
36133,V1,NET,I,
36134,V2,NET,I,
36135,V1,NET,II,
36136,V2,NET,II,
36137,V1,NET,III,
36138,V2,NET,III,
36139,V1,NET,IV,
36140,V2,NET,IV,
36141,V1,NET,V,
36142,V2,NET,V,
36143,V1,NET,VI,
36144,V2,NET,VI,
36145,V1,NET,I,
36146,V2,NET,I,
36147,V1,NET,II,
36148,V2,NET,II,
36149,V1,NET,III,
36150,V2,NET,III,
36151,V1,NET,IV,
36152,V2,NET,IV,
36153,V1,NET,V,
36154,V2,NET,V,
36155,V1,NET,VI,
36156,V2,NET,VI,
36157,V1,NET,I,
36158,V2,NET,I,
36159,V1,NET,II,
36160,V2,NET,II,
36161,V1,NET,III,
36162,V2,NET,III,
36163,V1,NET,IV,
36164,V2,NET,IV,
36165,V1,NET,V,
36166,V2,NET,V,
36167,V1,NET,VI,
36168,V2,NET,VI,
36169,V1,NET,I,
36170,V2,NET,I,
36171,V1,NET,II,
36172,V2,NET,II,
36173,V1,NET,III,
36174,V2,NET,III,
36175,V1,NET,IV,
36176,V2,NET,IV,
36177,V1,NET,V,
36178,V2,NET,V,
36179,V1,NET,VI,
36180,V2,NET,VI,
36181,V1,NET,I,
36182,V2,NET,I,
36183,V1,NET,II,
36184,V2,NET,II,
36185,V1,NET,III,
36186,V2,NET,III,
36187,V1,NET,IV,
36188,V2,NET,IV,
36189,V1,NET,V,
36190,V2,NET,V,
36191,V1,NET,VI,
36192,V2,NET,VI,
36193,V1,NET,I,
36194,V2,NET,I,
36195,V1,NET,II,
36196,V2,NET,II,
36197,V1,NET,III,
36198,V2,NET,III,
36199,V1,NET,IV,
36200,V2,NET,IV,
36201,V1,NET,V,
36202,V2,NET,V,
36203,V1,NET,VI,
36204,V2,NET,VI,
36205,V1,NET,I,
36206,V2,NET,I,
36207,V1,NET,II,
36208,V2,NET,II,
36209,V1,NET,III,
36210,V2,NET,III,
36211,V1,NET,IV,
36212,V2,NET,IV,
36213,V1,NET,V,
36214,V2,NET,V,
36215,V1,NET,VI,
36216,V2,NET,VI,
36217,V1,NET,I,
36218,V2,NET,I,
36219,V1,NET,II,
36220,V2,NET,II,
36221,V1,NET,III,
36222,V2,NET,III,
36223,V1,NET,IV,
36224,V2,NET,IV,
36225,V1,NET,V,
36226,V2,NET,V,
36227,V1,NET,VI,
36228,V2,NET,VI,
36229,V1,NET,I,
36230,V2,NET,I,
36231,V1,NET,II,
36232,V2,NET,II,
36233,V1,NET,III,
36234,V2,NET,III,
36235,V1,NET,IV,
36236,V2,NET,IV,
36237,V1,NET,V,
36238,V2,NET,V,
36239,V1,NET,VI,
36240,V2,NET,VI,
36241,V1,NET,I,
36242,V2,NET,I,
36243,V1,NET,II,
36244,V2,NET,II,
36245,V1,NET,III,
36246,V2,NET,III,
36247,V1,NET,IV,
36248,V2,NET,IV,
36249,V1,NET,V,
36250,V2,NET,V,
36251,V1,NET,VI,
36252,V2,NET,VI,
36253,V1,NET,I,
36254,V2,NET,I,
36255,V1,NET,II,
36256,V2,NET,II,
36257,V1,NET,III,
36258,V2,NET,III,
36259,V1,NET,IV,
36260,V2,NET,IV,
36261,V1,NET,V,
36262,V2,NET,V,
36263,V1,NET,VI,
36264,V2,NET,VI,
36265,V1,NET,I,
36266,V2,NET,I,
36267,V1,NET,II,
36268,V2,NET,II,
36269,V1,NET,III,
36270,V2,NET,III,
36271,V1,NET,IV,
36272,V2,NET,IV,
36273,V1,NET,V,
36274,V2,NET,V,
36275,V1,NET,VI,
36276,V2,NET,VI,
36277,V1,NET,I,
36278,V2,NET,I,
36279,V1,NET,II,
36280,V2,NET,II,
36281,V1,NET,III,
36282,V2,NET,III,
36283,V1,NET,IV,
36284,V2,NET,IV,
36285,V1,NET,V,
36286,V2,NET,V,
36287,V1,NET,VI,
36288,V2,NET,VI,
36289,V1,NET,I,
36290,V2,NET,I,
36291,V1,NET,II,
36292,V2,NET,II,
36293,V1,NET,III,
36294,V2,NET,III,
36295,V1,NET,IV,
36296,V2,NET,IV,
36297,V1,NET,V,
36298,V2,NET,V,
36299,V1,NET,VI,
36300,V2,NET,VI,
36301,V1,NET,I,
36302,V2,NET,I,
36303,V1,NET,II,
36304,V2,NET,II,
36305,V1,NET,III,
36306,V2,NET,III,
36307,V1,NET,IV,
36308,V2,NET,IV,
36309,V1,NET,V,
36310,V2,NET,V,
36311,V1,NET,VI,
36312,V2,NET,VI,
36313,V1,NET,I,
36314,V2,NET,I,
36315,V1,NET,II,
36316,V2,NET,II,
36317,V1,NET,III,
36318,V2,NET,III,
36319,V1,NET,IV,
36320,V2,NET,IV,
36321,V1,NET,V,
36322,V2,NET,V,
36323,V1,NET,VI,
36324,V2,NET,VI,
36325,V1,NET,I,
36326,V2,NET,I,
36327,V1,NET,II,
36328,V2,NET,II,
36329,V1,NET,III,
36330,V2,NET,III,
36331,V1,NET,IV,
36332,V2,NET,IV,
36333,V1,NET,V,
36334,V2,NET,V,
36335,V1,NET,VI,
36336,V2,NET,VI,
36337,V1,NET,I,
36338,V2,NET,I,
36339,V1,NET,II,
36340,V2,NET,II,
36341,V1,NET,III,
36342,V2,NET,III,
36343,V1,NET,IV,
36344,V2,NET,IV,
36345,V1,NET,V,
36346,V2,NET,V,
36347,V1,NET,VI,
36348,V2,NET,VI,
36349,V1,NET,I,
36350,V2,NET,I,
36351,V1,NET,II,
36352,V2,NET,II,
36353,V1,NET,III,
36354,V2,NET,III,
36355,V1,NET,IV,
36356,V2,NET,IV,
36357,V1,NET,V,
36358,V2,NET,V,
36359,V1,NET,VI,
36360,V2,NET,VI,
36361,V1,NET,I,
36362,V2,NET,I,
36363,V1,NET,II,
36364,V2,NET,II,
36365,V1,NET,III,
36366,V2,NET,III,
36367,V1,NET,IV,
36368,V2,NET,IV,
36369,V1,NET,V,
36370,V2,NET,V,
36371,V1,NET,VI,
36372,V2,NET,VI,
36373,V1,NET,I,
36374,V2,NET,I,
36375,V1,NET,II,
36376,V2,NET,II,
36377,V1,NET,III,
36378,V2,NET,III,
36379,V1,NET,IV,
36380,V2,NET,IV,
36381,V1,NET,V,
36382,V2,NET,V,
36383,V1,NET,VI,
36384,V2,NET,VI,
36385,V1,NET,I,
36386,V2,NET,I,
36387,V1,NET,II,
36388,V2,NET,II,
36389,V1,NET,III,
36390,V2,NET,III,
36391,V1,NET,IV,
36392,V2,NET,IV,
36393,V1,NET,V,
36394,V2,NET,V,
36395,V1,NET,VI,
36396,V2,NET,VI,
36397,V1,NET,I,
36398,V2,NET,I,
36399,V1,NET,II,
36400,V2,NET,II,
36401,V1,NET,III,
36402,V2,NET,III,
36403,V1,NET,IV,
36404,V2,NET,IV,
36405,V1,NET,V,
36406,V2,NET,V,
36407,V1,NET,VI,
36408,V2,NET,VI,
36409,V1,NET,I,
36410,V2,NET,I,
36411,V1,NET,II,
36412,V2,NET,II,
36413,V1,NET,III,
36414,V2,NET,III,
36415,V1,NET,IV,
36416,V2,NET,IV,
36417,V1,NET,V,
36418,V2,NET,V,
36419,V1,NET,VI,
36420,V2,NET,VI,
36421,V1,NET,I,
36422,V2,NET,I,
36423,V1,NET,II,
36424,V2,NET,II,
36425,V1,NET,III,
36426,V2,NET,III,
36427,V1,NET,IV,
36428,V2,NET,IV,
36429,V1,NET,V,
36430,V2,NET,V,
36431,V1,NET,VI,
36432,V2,NET,VI,
36433,V1,NET,I,
36434,V2,NET,I,
36435,V1,NET,II,
36436,V2,NET,II,
36437,V1,NET,III,
36438,V2,NET,III,
36439,V1,NET,IV,
36440,V2,NET,IV,
36441,V1,NET,V,
36442,V2,NET,V,
36443,V1,NET,VI,
36444,V2,NET,VI,
36445,V1,NET,I,
36446,V2,NET,I,
36447,V1,NET,II,
36448,V2,NET,II,
36449,V1,NET,III,
36450,V2,NET,III,
36451,V1,NET,IV,
36452,V2,NET,IV,
36453,V1,NET,V,
36454,V2,NET,V,
36455,V1,NET,VI,
36456,V2,NET,VI,
36457,V1,NET,I,
36458,V2,NET,I,
36459,V1,NET,II,
36460,V2,NET,II,
36461,V1,NET,III,
36462,V2,NET,III,
36463,V1,NET,IV,
36464,V2,NET,IV,
36465,V1,NET,V,
36466,V2,NET,V,
36467,V1,NET,VI,
36468,V2,NET,VI,
36469,V1,NET,I,
36470,V2,NET,I,
36471,V1,NET,II,
36472,V2,NET,II,
36473,V1,NET,III,
36474,V2,NET,III,
36475,V1,NET,IV,
36476,V2,NET,IV,
36477,V1,NET,V,
36478,V2,NET,V,
36479,V1,NET,VI,
36480,V2,NET,VI,
36481,V1,NET,I,
36482,V2,NET,I,
36483,V1,NET,II,
36484,V2,NET,II,
36485,V1,NET,III,
36486,V2,NET,III,
36487,V1,NET,IV,
36488,V2,NET,IV,
36489,V1,NET,V,
36490,V2,NET,V,
36491,V1,NET,VI,
36492,V2,NET,VI,
36493,V1,NET,I,
36494,V2,NET,I,
36495,V1,NET,II,
36496,V2,NET,II,
36497,V1,NET,III,
36498,V2,NET,III,
36499,V1,NET,IV,
36500,V2,NET,IV,
36501,V1,NET,V,
36502,V2,NET,V,
36503,V1,NET,VI,
36504,V2,NET,VI,
36505,V1,NET,I,
36506,V2,NET,I,
36507,V1,NET,II,
36508,V2,NET,II,
36509,V1,NET,III,
36510,V2,NET,III,
36511,V1,NET,IV,
36512,V2,NET,IV,
36513,V1,NET,V,
36514,V2,NET,V,
36515,V1,NET,VI,
36516,V2,NET,VI,
36517,V1,NET,I,
36518,V2,NET,I,
36519,V1,NET,II,
36520,V2,NET,II,
36521,V1,NET,III,
36522,V2,NET,III,
36523,V1,NET,IV,
36524,V2,NET,IV,
36525,V1,NET,V,
36526,V2,NET,V,
36527,V1,NET,VI,
36528,V2,NET,VI,
36529,V1,NET,I,
36530,V2,NET,I,
36531,V1,NET,II,
36532,V2,NET,II,
36533,V1,NET,III,
36534,V2,NET,III,
36535,V1,NET,IV,
36536,V2,NET,IV,
36537,V1,NET,V,
36538,V2,NET,V,
36539,V1,NET,VI,
36540,V2,NET,VI,
36541,V1,NET,I,
36542,V2,NET,I,
36543,V1,NET,II,
36544,V2,NET,II,
36545,V1,NET,III,
36546,V2,NET,III,
36547,V1,NET,IV,
36548,V2,NET,IV,
36549,V1,NET,V,
36550,V2,NET,V,
36551,V1,NET,VI,
36552,V2,NET,VI,
36553,V1,NET,I,
36554,V2,NET,I,
36555,V1,NET,II,
36556,V2,NET,II,
36557,V1,NET,III,
36558,V2,NET,III,
36559,V1,NET,IV,
36560,V2,NET,IV,
36561,V1,NET,V,
36562,V2,NET,V,
36563,V1,NET,VI,
36564,V2,NET,VI,
36565,V1,NET,I,
36566,V2,NET,I,
36567,V1,NET,II,
36568,V2,NET,II,
36569,V1,NET,III,
36570,V2,NET,III,
36571,V1,NET,IV,
36572,V2,NET,IV,
36573,V1,NET,V,
36574,V2,NET,V,
36575,V1,NET,VI,
36576,V2,NET,VI,
36577,V1,NET,I,
36578,V2,NET,I,
36579,V1,NET,II,
36580,V2,NET,II,
36581,V1,NET,III,
36582,V2,NET,III,
36583,V1,NET,IV,
36584,V2,NET,IV,
36585,V1,NET,V,
36586,V2,NET,V,
36587,V1,NET,VI,
36588,V2,NET,VI,
36589,V1,NET,I,
36590,V2,NET,I,
36591,V1,NET,II,
36592,V2,NET,II,
36593,V1,NET,III,
36594,V2,NET,III,
36595,V1,NET,IV,
36596,V2,NET,IV,
36597,V1,NET,V,
36598,V2,NET,V,
36599,V1,NET,VI,
36600,V2,NET,VI,
36601,V1,NET,I,
36602,V2,NET,I,
36603,V1,NET,II,
36604,V2,NET,II,
36605,V1,NET,III,
36606,V2,NET,III,
36607,V1,NET,IV,
36608,V2,NET,IV,
36609,V1,NET,V,
36610,V2,NET,V,
36611,V1,NET,VI,
36612,V2,NET,VI,
36613,V1,NET,I,
36614,V2,NET,I,
36615,V1,NET,II,
36616,V2,NET,II,
36617,V1,NET,III,
36618,V2,NET,III,
36619,V1,NET,IV,
36620,V2,NET,IV,
36621,V1,NET,V,
36622,V2,NET,V,
36623,V1,NET,VI,
36624,V2,NET,VI,
36625,V1,NET,I,
36626,V2,NET,I,
36627,V1,NET,II,
36628,V2,NET,II,
36629,V1,NET,III,
36630,V2,NET,III,
36631,V1,NET,IV,
36632,V2,NET,IV,
36633,V1,NET,V,
36634,V2,NET,V,
36635,V1,NET,VI,
36636,V2,NET,VI,
36637,V1,NET,I,
36638,V2,NET,I,
36639,V1,NET,II,
36640,V2,NET,II,
36641,V1,NET,III,
36642,V2,NET,III,
36643,V1,NET,IV,
36644,V2,NET,IV,
36645,V1,NET,V,
36646,V2,NET,V,
36647,V1,NET,VI,
36648,V2,NET,VI,
36649,V1,NET,I,
36650,V2,NET,I,
36651,V1,NET,II,
36652,V2,NET,II,
36653,V1,NET,III,
36654,V2,NET,III,
36655,V1,NET,IV,
36656,V2,NET,IV,
36657,V1,NET,V,
36658,V2,NET,V,
36659,V1,NET,VI,
36660,V2,NET,VI,
36661,V1,NET,I,
36662,V2,NET,I,
36663,V1,NET,II,
36664,V2,NET,II,
36665,V1,NET,III,
36666,V2,NET,III,
36667,V1,NET,IV,
36668,V2,NET,IV,
36669,V1,NET,V,
36670,V2,NET,V,
36671,V1,NET,VI,
36672,V2,NET,VI,
36673,V1,NET,I,
36674,V2,NET,I,
36675,V1,NET,II,
